runid,well,gene,barcode,counts
NS1519_22009,E1,DENV,11H6,1182
NS1519_22009,E1,DENV,11A7,1191
NS1519_22009,E1,POWV,7B4,155
NS1519_22009,E1,POWV,7C4,437
NS1519_22009,E1,POWV,7E4,273
NS1519_22009,E1,POWV,7F4,291
NS1519_22009,E1,POWV,7A5,303
NS1519_22009,E1,WNV,7G6,580
NS1519_22009,E1,WNV,7H6,211
NS1519_22009,E1,WNV,7A7,571
NS1519_22009,E1,WNV,7B7,657
NS1519_22009,E1,WNV,7D7,525
NS1519_22009,E1,ZIKV,1G7,527
NS1519_22009,E1,ZIKV,1A8,552
NS1519_22009,E1,ZIKV,1C8,1094
NS1519_22009,E1,ZIKV,1D8,819
NS1519_22009,E1,ZIKV,1E8,1204
NS1519_22009,E1,HCV,7E12,368
NS1519_22009,E1,HCV,7F12,270
NS1519_22009,E1,HCV,7G12,306
NS1519_22009,E1,HCV,7H12,197
NS1519_22009,E1,HCV,9B1,178
NS1519_22009,E1,SLEV,9H2,48
NS1519_22009,E1,SLEV,9B3,46
NS1519_22009,E1,SLEV,9E3,81
NS1519_22009,E1,SLEV,9F3,63
NS1519_22009,E1,SLEV,9H3,65
NS1519_22009,E1,KUNV,7A8,274
NS1519_22009,E1,KUNV,7E8,228
NS1519_22009,E1,KUNV,7F8,142
NS1519_22009,E1,KUNV,7H8,336
NS1519_22009,E1,KUNV,7D9,269
NS1519_22009,E1,PV,2D6,767
NS1519_22009,E1,PV,2F6,1098
NS1519_22009,E1,PV,2G6,779
NS1519_22009,E1,PV,2B7,921
NS1519_22009,E1,PV,2C7,1172
NS1519_22009,E1,SV-A,9B5,342
NS1519_22009,E1,SV-A,9D5,287
NS1519_22009,E1,SV-A,9E5,242
NS1519_22009,E1,SV-A,9F5,295
NS1519_22009,E1,SV-A,9G5,446
NS1519_22009,E1,HAV,7E11,724
NS1519_22009,E1,HAV,7F11,683
NS1519_22009,E1,HAV,7G11,553
NS1519_22009,E1,HAV,7H11,1179
NS1519_22009,E1,EMCV,9B12,550
NS1519_22009,E1,EMCV,9D12,319
NS1519_22009,E1,EMCV,9E12,535
NS1519_22009,E1,EMCV,9F12,324
NS1519_22009,E1,HPeV,2A8,168
NS1519_22009,E1,HPeV,2B8,247
NS1519_22009,E1,HPeV,2C8,220
NS1519_22009,E1,HPeV,2D8,182
NS1519_22009,E1,HPeV,2E8,143
NS1519_22009,E1,HRV-B14,9C1,139
NS1519_22009,E1,HRV-B14,9H1,378
NS1519_22009,E1,HRV-B14,9A2,299
NS1519_22009,E1,HRV-B14,9B2,326
NS1519_22009,E1,HRV-B14,9C2,425
NS1519_22009,E1,CV-B3,7E9,31
NS1519_22009,E1,CV-B3,7F9,82
NS1519_22009,E1,CV-B3,7H9,32
NS1519_22009,E1,CV-B3,7A10,79
NS1519_22009,E1,CV-B3,7B10,55
NS1519_22009,E1,HTLV,3B6,144
NS1519_22009,E1,HTLV,3D6,213
NS1519_22009,E1,HTLV,3F6,202
NS1519_22009,E1,HTLV,3A7,132
NS1519_22009,E1,HTLV,3B7,164
NS1519_22009,E1,HIV-2,7E10,202
NS1519_22009,E1,HIV-2,7D12,53
NS1519_22009,E1,HIV-2,9G2,352
NS1519_22009,E1,HIV-2,9A5,29
NS1519_22009,E1,HIV-2,9A9,267
NS1519_22009,E1,HIV-1,1E3,219
NS1519_22009,E1,HIV-1,9C10,126
NS1519_22009,E1,HIV-1,1G3,176
NS1519_22009,E1,HIV-1,1A4,354
NS1519_22009,E1,HIV-1,1B4,350
NS1519_22009,E1,HHV-3,9A4,76
NS1519_22009,E1,HHV-3,9B4,110
NS1519_22009,E1,HHV-3,9C4,128
NS1519_22009,E1,HHV-3,9D4,67
NS1519_22009,E1,HHV-3,9F4,49
NS1519_22009,E1,YES1,4C9,447
NS1519_22009,E1,YES1,4E9,499
NS1519_22009,E1,YES1,4G9,281
NS1519_22009,E1,YES1,4B10,421
NS1519_22009,E1,YES1,4C10,468
NS1519_22009,E1,c-Src,1D4,971
NS1519_22009,E1,c-Src,1D7,1602
NS1519_22009,E1,c-Src,1B10,1072
NS1519_22009,E1,c-Src,4G1,1075
NS1519_22009,E1,c-Src,9F11,756
NS1519_22009,E1,FES,6A3,121
NS1519_22009,E1,FES,6D5,56
NS1519_22009,E1,FES,6E7,179
NS1519_22009,E1,FES,6C10,104
NS1519_22009,E1,FES,7D3,123
NS1519_22009,E1,EYFP,3C5,3540
NS1519_22009,E1,EYFP,3D5,4185
NS1519_22009,E1,EYFP,3F5,5063
NS1519_22009,E1,EYFP,3H5,5491
NS1519_22009,E1,EYFP,3A6,4502
NS1519_22009,E2,CCHFV,6A1,17
NS1519_22009,E2,CCHFV,6B1,6
NS1519_22009,E2,CCHFV,6C1,20
NS1519_22009,E2,CCHFV,6E1,13
NS1519_22009,E2,CCHFV,6F1,22
NS1519_22009,E2,DUGV,7D10,140
NS1519_22009,E2,DUGV,2H8,183
NS1519_22009,E2,DUGV,2A9,176
NS1519_22009,E2,DUGV,2C9,150
NS1519_22009,E2,DUGV,2D9,97
NS1519_22009,E2,NWV,7B12,221
NS1519_22009,E2,NWV,10A12,375
NS1519_22009,E2,NWV,10B12,203
NS1519_22009,E2,NWV,10D12,341
NS1519_22009,E2,NWV,10E12,481
NS1519_22009,E2,SHV,3F11,15
NS1519_22009,E2,SHV,3H11,5
NS1519_22009,E2,SHV,3A12,11
NS1519_22009,E2,SHV,3E12,12
NS1519_22009,E2,SHV,3F12,7
NS1519_22009,E2,LV,6B3,40
NS1519_22009,E2,LV,6C3,73
NS1519_22009,E2,LV,6D3,37
NS1519_22009,E2,LV,6E3,71
NS1519_22009,E2,LV,6G3,62
NS1519_22009,E2,HCoV-229E-3CL,5D8,28
NS1519_22009,E2,HCoV-229E-3CL,5E8,41
NS1519_22009,E2,HCoV-229E-3CL,5F8,26
NS1519_22009,E2,HCoV-229E-3CL,5H8,75
NS1519_22009,E2,HCoV-229E-3CL,5A9,58
NS1519_22009,E2,HCoV-NL63-3CL,5H10,150
NS1519_22009,E2,HCoV-NL63-3CL,5A11,240
NS1519_22009,E2,HCoV-NL63-3CL,5C11,213
NS1519_22009,E2,HCoV-NL63-3CL,5E11,177
NS1519_22009,E2,HCoV-NL63-3CL,5F11,331
NS1519_22009,E2,SARS-CoV-1-3CL,2F1,41
