plate,well,OD595
NS1519_22024,G02,0.5653
NS1519_22024,H02,0.6254
NS1519_22024,A03,0.5544
NS1519_22024,B03,0.5362
NS1519_22024,C03,0.5538
NS1519_22024,D03,0.5176
NS1519_22024,E03,0.5407
NS1519_22024,F03,0.5389
NS1519_22024,G03,0.5564
NS1519_22024,H03,0.6103
NS1519_22024,A04,0.5125
NS1519_22024,B04,0.5207
NS1519_22024,C04,0.5215
NS1519_22024,D04,0.494
NS1519_22024,E04,0.5429
NS1519_22024,F04,0.5483
NS1519_22024,G04,0.551
NS1519_22024,H04,0.5731
NS1519_22024,A05,0.489
NS1519_22024,B05,0.5089
NS1519_22024,C05,0.5136
NS1519_22024,D05,0.5127
NS1519_22024,E05,0.534
NS1519_22024,F05,0.5593
NS1519_22024,G05,0.5684
NS1519_22024,H05,0.5939
NS1519_22024,A06,0.4398
NS1519_22024,B06,0.509
NS1519_22024,C06,0.3273
NS1519_22024,D06,0.5237
NS1519_22024,E06,0.5242
NS1519_22024,F06,0.539
NS1519_22024,G06,0.1353
NS1519_22024,H06,0.5801
NS1519_22024,A07,0.491
NS1519_22024,B07,0.4914
NS1519_22024,C07,0.5112
NS1519_22024,D07,0.517
NS1519_22024,E07,0.5266
NS1519_22024,F07,0.5414
NS1519_22024,G07,0.5338
NS1519_22024,H07,0.5206
NS1519_22024,A08,0.5094
NS1519_22024,B08,0.5173
NS1519_22024,C08,0.4997
NS1519_22024,D08,0.5135
NS1519_22024,E08,0.4746
NS1519_22024,F08,0.5514
NS1519_22024,G08,0.4864
NS1519_22024,H08,0.5687
NS1519_22024,A09,0.5144
NS1519_22024,B09,0.5016
NS1519_22024,C09,0.506
NS1519_22024,D09,0.5175
NS1519_22024,E09,0.539
NS1519_22024,F09,0.5332
NS1519_22024,G09,0.5452
NS1519_22024,H09,0.5678
NS1519_22024,A10,0.486
NS1519_22024,B10,0.4808
NS1519_22024,C10,0.3935
NS1519_22024,D10,0.4831
NS1519_22024,E10,0.4986
NS1519_22024,F10,0.5522
NS1519_22024,G10,0.5335
NS1519_22024,H10,0.5437
NS1519_22024,A11,0.4768
NS1519_22024,B11,0.4652
NS1519_22024,C11,0.4861
NS1519_22024,D11,0.4928
NS1519_22024,E11,0.5049
NS1519_22024,F11,0.537
NS1519_22024,G11,0.5156
NS1519_22024,H11,0.578
NS1519_22024,A12,0.4889
NS1519_22024,B12,0.489
NS1519_22024,C12,0.4867
NS1519_22024,D12,0.5043
NS1519_22024,E12,0.5815
NS1519_22024,F12,0.5359
NS1519_22024,G12,0.5354
NS1519_22024,H12,0.5848
NS1519_22015,A01,0.5936
NS1519_22015,B01,0.5736
NS1519_22015,C01,0.6076
NS1519_22015,D01,0.6777
NS1519_22015,E01,0.599
NS1519_22015,F01,0.6327
NS1519_22015,G01,0.6418
NS1519_22015,H01,0.6691
NS1519_22015,A02,0.592
NS1519_22015,B02,0.58
NS1519_22015,C02,0.5678
NS1519_22015,D02,0.6251
NS1519_22015,E02,0.5668
NS1519_22015,F02,0.6321
NS1519_22015,G02,0.6278
NS1519_22015,H02,0.6145
NS1519_22015,A03,0.5873
NS1519_22015,B03,0.5723
NS1519_22015,C03,0.6102
NS1519_22015,D03,0.6391
NS1519_22015,E03,0.6397
NS1519_22015,F03,0.228
NS1519_22015,G03,0.6521
NS1519_22015,H03,0.6841
NS1519_22015,A04,0.6076
NS1519_22015,B04,0.5917
NS1519_22015,C04,0.6299
NS1519_22015,D04,0.6372
NS1519_22015,E04,0.6513
NS1519_22015,F04,0.6225
NS1519_22015,G04,0.6664
NS1519_22015,H04,0.6879
NS1519_22015,A05,0.6161
NS1519_22015,B05,0.6127
NS1519_22015,C05,0.6201
NS1519_22015,D05,0.6299
NS1519_22015,E05,0.6303
NS1519_22015,F05,0.595
NS1519_22015,G05,0.6783
NS1519_22015,H05,0.6686
NS1519_22015,A06,0.6287
NS1519_22015,B06,0.6337
NS1519_22015,C06,0.6081
NS1519_22015,D06,0.6092
NS1519_22015,E06,0.5774
NS1519_22015,F06,0.5663
NS1519_22015,G06,0.6471
NS1519_22015,H06,0.6945
NS1519_22015,A07,0.6141
NS1519_22015,B07,0.5806
NS1519_22015,C07,0.6199
NS1519_22015,D07,0.6002
NS1519_22015,E07,0.6163
NS1519_22015,F07,0.6338
NS1519_22015,G07,0.6721
NS1519_22015,H07,0.7708
NS1519_22015,A08,0.664
NS1519_22015,B08,0.6325
NS1519_22015,C08,0.6368
NS1519_22015,D08,0.634
NS1519_22015,E08,0.5859
NS1519_22015,F08,0.6317
NS1519_22015,G08,0.6668
NS1519_22015,H08,0.7818
NS1519_22015,A09,0.7063
NS1519_22015,B09,0.692
NS1519_22015,C09,0.6514
NS1519_22015,D09,0.6571
NS1519_22015,E09,0.6672
NS1519_22015,F09,0.6809
NS1519_22015,G09,0.7049
NS1519_22015,H09,0.7921
NS1519_22015,A10,0.7207
NS1519_22015,B10,0.7028
NS1519_22015,C10,0.7339
NS1519_22015,D10,0.7328
NS1519_22015,E10,0.7519
NS1519_22015,F10,0.7291
NS1519_22015,G10,0.7421
NS1519_22015,H10,0.796
NS1519_22015,A11,0.7285
NS1519_22015,B11,0.7521
NS1519_22015,C11,0.7651
NS1519_22015,D11,0.7764
NS1519_22015,E11,0.7884
NS1519_22015,F11,0.7685
NS1519_22015,G11,0.7706
NS1519_22015,H11,0.7441
NS1519_22015,A12,0.7468
NS1519_22015,B12,0.7434
NS1519_22015,C12,0.7592
NS1519_22015,D12,0.7654
NS1519_22015,E12,0.8198
NS1519_22015,F12,0.7827
NS1519_22015,G12,0.7721
NS1519_22015,H12,0.7725
NS1519_22016,A01,0.6264
NS1519_22016,B01,0.6222
NS1519_22016,C01,0.6371
NS1519_22016,D01,0.6815
NS1519_22016,E01,0.6271
NS1519_22016,F01,0.6473
NS1519_22016,G01,0.6367
NS1519_22016,H01,0.6216
NS1519_22016,A02,0.5777
NS1519_22016,B02,0.5822
NS1519_22016,C02,0.5692
NS1519_22016,D02,0.6204
NS1519_22016,E02,0.6128
NS1519_22016,F02,0.6506
NS1519_22016,G02,0.6316
NS1519_22016,H02,0.6149
NS1519_22016,A03,0.5907
NS1519_22016,B03,0.5899
NS1519_22016,C03,0.3624
NS1519_22016,D03,0.5825
NS1519_22016,E03,0.6083
NS1519_22016,F03,0.6291
NS1519_22016,G03,0.6516
NS1519_22016,H03,0.607
NS1519_22016,A04,0.606
NS1519_22016,B04,0.5943
NS1519_22016,C04,0.5969
NS1519_22016,D04,0.5676
NS1519_22016,E04,0.6047
NS1519_22016,F04,0.6477
NS1519_22016,G04,0.6304
NS1519_22016,H04,0.6704
NS1519_22016,A05,0.6061
NS1519_22016,B05,0.5943
NS1519_22016,C05,0.597
NS1519_22016,D05,0.5734
NS1519_22016,E05,0.583
NS1519_22016,F05,0.5474
NS1519_22016,G05,0.6403
NS1519_22016,H05,0.6391
NS1519_22016,A06,0.6174
NS1519_22016,B06,0.5867
NS1519_22016,C06,0.5985
NS1519_22016,D06,0.5773
NS1519_22016,E06,0.5852
NS1519_22016,F06,0.0725
NS1519_22016,G06,0.57
NS1519_22016,H06,0.617
NS1519_22016,A07,0.5904
NS1519_22016,B07,0.5834
NS1519_22016,C07,0.5883
NS1519_22016,D07,0.4729
NS1519_22016,E07,0.575
NS1519_22016,F07,0.5874
NS1519_22016,G07,0.5928
NS1519_22016,H07,0.643
NS1519_22016,A08,0.6074
NS1519_22016,B08,0.572
NS1519_22016,C08,0.5606
NS1519_22016,D08,0.5036
NS1519_22016,E08,0.5554
NS1519_22016,F08,0.5855
NS1519_22016,G08,0.2111
NS1519_22016,H08,0.6121
NS1519_22016,A09,0.6064
NS1519_22016,B09,0.6066
NS1519_22016,C09,0.5512
NS1519_22016,D09,0.5782
NS1519_22016,E09,0.5753
NS1519_22016,F09,0.5683
NS1519_22016,G09,0.5241
NS1519_22016,H09,0.6113
NS1519_22016,A10,0.5892
NS1519_22016,B10,0.5938
NS1519_22016,C10,0.585
NS1519_22016,D10,0.5802
NS1519_22016,E10,0.5749
NS1519_22016,F10,0.589
NS1519_22016,G10,0.5858
NS1519_22016,H10,0.6026
NS1519_22016,A11,0.5029
NS1519_22016,B11,0.5867
NS1519_22016,C11,0.6027
NS1519_22016,D11,0.5687
NS1519_22016,E11,0.5866
NS1519_22016,F11,0.5476
NS1519_22016,G11,0.5753
NS1519_22016,H11,0.4652
NS1519_22016,A12,0.5971
NS1519_22016,B12,0.5951
NS1519_22016,C12,0.6031
NS1519_22016,D12,0.5912
NS1519_22016,E12,0.671
NS1519_22016,F12,0.5781
NS1519_22016,G12,0.5876
NS1519_22016,H12,0.6052
