plate,well,OD595
NCIDIV_4860,D08,0.3252
NCIDIV_4860,E08,0.2858
NCIDIV_4860,F08,0.3421
NCIDIV_4860,G08,0.3317
NCIDIV_4860,H08,0.3365
NCIDIV_4860,A09,0.3336
NCIDIV_4860,B09,0.3563
NCIDIV_4860,C09,0.3683
NCIDIV_4860,D09,0.3482
NCIDIV_4860,E09,0.3486
NCIDIV_4860,F09,0.3527
NCIDIV_4860,G09,0.3394
NCIDIV_4860,H09,0.3515
NCIDIV_4860,A10,0.389
NCIDIV_4860,B10,0.3769
NCIDIV_4860,C10,0.3662
NCIDIV_4860,D10,0.3572
NCIDIV_4860,E10,0.3715
NCIDIV_4860,F10,0.3538
NCIDIV_4860,G10,0.3798
NCIDIV_4860,H10,0.3565
NCIDIV_4860,A11,0.4037
NCIDIV_4860,B11,0.3941
NCIDIV_4860,C11,0.3948
NCIDIV_4860,D11,0.2067
NCIDIV_4860,E11,0.3794
NCIDIV_4860,F11,0.3753
NCIDIV_4860,G11,0.3911
NCIDIV_4860,H11,0.3885
NCIDIV_4860,A12,0.4177
NCIDIV_4860,B12,0.4245
NCIDIV_4860,C12,0.4169
NCIDIV_4860,D12,0.4088
NCIDIV_4860,E12,0.5272
NCIDIV_4860,F12,0.4132
NCIDIV_4860,G12,0.3981
NCIDIV_4860,H12,0.3923
NCIDIV_4873,A01,0.5272
NCIDIV_4873,B01,0.6185
NCIDIV_4873,C01,0.6402
NCIDIV_4873,D01,0.7247
NCIDIV_4873,E01,0.6643
NCIDIV_4873,F01,0.7016
NCIDIV_4873,G01,0.6596
NCIDIV_4873,H01,0.7089
NCIDIV_4873,A02,0.6237
NCIDIV_4873,B02,0.5979
NCIDIV_4873,C02,0.6363
NCIDIV_4873,D02,0.0368
NCIDIV_4873,E02,0.6335
NCIDIV_4873,F02,0.6533
NCIDIV_4873,G02,0.0338
NCIDIV_4873,H02,0.7169
NCIDIV_4873,A03,0.6061
NCIDIV_4873,B03,0.6185
NCIDIV_4873,C03,0.6202
NCIDIV_4873,D03,0.6259
NCIDIV_4873,E03,0.6119
NCIDIV_4873,F03,0.5514
NCIDIV_4873,G03,0.6665
NCIDIV_4873,H03,0.6816
NCIDIV_4873,A04,0.6374
NCIDIV_4873,B04,0.5776
NCIDIV_4873,C04,0.6167
NCIDIV_4873,D04,0.6008
NCIDIV_4873,E04,0.601
NCIDIV_4873,F04,0.0364
NCIDIV_4873,G04,0.6254
NCIDIV_4873,H04,0.6726
NCIDIV_4873,A05,0.5716
NCIDIV_4873,B05,0.6206
NCIDIV_4873,C05,0.0316
NCIDIV_4873,D05,0.617
NCIDIV_4873,E05,0.6025
NCIDIV_4873,F05,0.4602
NCIDIV_4873,G05,0.5696
NCIDIV_4873,H05,0.6623
NCIDIV_4873,A06,0.6091
NCIDIV_4873,B06,0.5639
NCIDIV_4873,C06,0.1709
NCIDIV_4873,D06,0.6194
NCIDIV_4873,E06,0.6257
NCIDIV_4873,F06,0.6407
NCIDIV_4873,G06,0.6438
NCIDIV_4873,H06,0.6635
NCIDIV_4873,A07,0.5881
NCIDIV_4873,B07,0.5973
NCIDIV_4873,C07,0.0326
NCIDIV_4873,D07,0.5616
NCIDIV_4873,E07,0.0453
NCIDIV_4873,F07,0.3043
NCIDIV_4873,G07,0.6314
NCIDIV_4873,H07,0.654
NCIDIV_4873,A08,0.5996
NCIDIV_4873,B08,0.5953
NCIDIV_4873,C08,0.6156
NCIDIV_4873,D08,0.5884
NCIDIV_4873,E08,0.5607
NCIDIV_4873,F08,0.6198
NCIDIV_4873,G08,0.6171
NCIDIV_4873,H08,0.6606
NCIDIV_4873,A09,0.5871
NCIDIV_4873,B09,0.5149
NCIDIV_4873,C09,0.5897
NCIDIV_4873,D09,0.6028
NCIDIV_4873,E09,0.6065
NCIDIV_4873,F09,0.6287
NCIDIV_4873,G09,0.0537
NCIDIV_4873,H09,0.6703
NCIDIV_4873,A10,0.496
NCIDIV_4873,B10,0.5981
NCIDIV_4873,C10,0.6075
NCIDIV_4873,D10,0.5992
NCIDIV_4873,E10,0.617
NCIDIV_4873,F10,0.6308
NCIDIV_4873,G10,0.0971
NCIDIV_4873,H10,0.6552
NCIDIV_4873,A11,0.5849
NCIDIV_4873,B11,0.5956
NCIDIV_4873,C11,0.5855
NCIDIV_4873,D11,0.6152
NCIDIV_4873,E11,0.6163
NCIDIV_4873,F11,0.6742
NCIDIV_4873,G11,0.6411
NCIDIV_4873,H11,0.6533
NCIDIV_4873,A12,0.5651
NCIDIV_4873,B12,0.5981
NCIDIV_4873,C12,0.6214
NCIDIV_4873,D12,0.6178
NCIDIV_4873,E12,0.7104
NCIDIV_4873,F12,0.6389
NCIDIV_4873,G12,0.6447
NCIDIV_4873,H12,0.6783
NCIDIV_4874,A01,0.5637
NCIDIV_4874,B01,0.5517
NCIDIV_4874,C01,0.5345
NCIDIV_4874,D01,0.6343
NCIDIV_4874,E01,0.5307
NCIDIV_4874,F01,0.5023
NCIDIV_4874,G01,0.5072
NCIDIV_4874,H01,0.538
NCIDIV_4874,A02,0.5579
NCIDIV_4874,B02,0.5331
NCIDIV_4874,C02,0.5461
NCIDIV_4874,D02,0.5293
NCIDIV_4874,E02,0.5164
NCIDIV_4874,F02,0.4233
NCIDIV_4874,G02,0.5289
NCIDIV_4874,H02,0.4913
NCIDIV_4874,A03,0.5321
NCIDIV_4874,B03,0.5009
NCIDIV_4874,C03,0.5297
NCIDIV_4874,D03,0.4633
NCIDIV_4874,E03,0.507
NCIDIV_4874,F03,0.4095
NCIDIV_4874,G03,0.5055
NCIDIV_4874,H03,0.5406
NCIDIV_4874,A04,0.5107
NCIDIV_4874,B04,0.5448
NCIDIV_4874,C04,0.439
NCIDIV_4874,D04,0.4981
NCIDIV_4874,E04,0.5044
NCIDIV_4874,F04,0.5023
NCIDIV_4874,G04,0.5268
NCIDIV_4874,H04,0.5354
NCIDIV_4874,A05,0.5462
NCIDIV_4874,B05,0.2933
NCIDIV_4874,C05,0.5155
NCIDIV_4874,D05,0.5199
NCIDIV_4874,E05,0.5188
NCIDIV_4874,F05,0.4761
NCIDIV_4874,G05,0.4749
NCIDIV_4874,H05,0.5509
NCIDIV_4874,A06,0.5276
NCIDIV_4874,B06,0.5269
NCIDIV_4874,C06,0.5133
NCIDIV_4874,D06,0.5057
NCIDIV_4874,E06,0.4759
NCIDIV_4874,F06,0.5121
NCIDIV_4874,G06,0.5322
NCIDIV_4874,H06,0.5366
NCIDIV_4874,A07,0.5095
NCIDIV_4874,B07,0.539
NCIDIV_4874,C07,0.1785
NCIDIV_4874,D07,0.4469
NCIDIV_4874,E07,0.4976
NCIDIV_4874,F07,0.492
NCIDIV_4874,G07,0.5083
NCIDIV_4874,H07,0.2774
NCIDIV_4874,A08,0.5285
NCIDIV_4874,B08,0.5268
NCIDIV_4874,C08,0.0323
NCIDIV_4874,D08,0.4764
NCIDIV_4874,E08,0.0676
NCIDIV_4874,F08,0.5283
NCIDIV_4874,G08,0.4993
NCIDIV_4874,H08,0.3263
NCIDIV_4874,A09,0.3033
NCIDIV_4874,B09,0.5261
NCIDIV_4874,C09,0.4393
NCIDIV_4874,D09,0.5173
NCIDIV_4874,E09,0.4859
NCIDIV_4874,F09,0.5199
NCIDIV_4874,G09,0.5161
NCIDIV_4874,H09,0.5439
NCIDIV_4874,A10,0.5257
NCIDIV_4874,B10,0.51
NCIDIV_4874,C10,0.5016
NCIDIV_4874,D10,0.5004
NCIDIV_4874,E10,0.5125
NCIDIV_4874,F10,0.0314
NCIDIV_4874,G10,0.5456
NCIDIV_4874,H10,0.4883
NCIDIV_4874,A11,0.5101
NCIDIV_4874,B11,0.5136
NCIDIV_4874,C11,0.1636
NCIDIV_4874,D11,0.5343
NCIDIV_4874,E11,0.512
NCIDIV_4874,F11,0.4002
NCIDIV_4874,G11,0.5166
NCIDIV_4874,H11,0.5157
NCIDIV_4874,A12,0.5404
NCIDIV_4874,B12,0.548
NCIDIV_4874,C12,0.5459
NCIDIV_4874,D12,0.5209
NCIDIV_4874,E12,0.6503
NCIDIV_4874,F12,0.5306
NCIDIV_4874,G12,0.5555
NCIDIV_4874,H12,0.5589
NCIDIV_4875,A01,0.3778
NCIDIV_4875,B01,0.5905
NCIDIV_4875,C01,0.5979
NCIDIV_4875,D01,0.6872
NCIDIV_4875,E01,0.5256
NCIDIV_4875,F01,0.5638
NCIDIV_4875,G01,0.4597
NCIDIV_4875,H01,0.4866
NCIDIV_4875,A02,0.5414
NCIDIV_4875,B02,0.5717
NCIDIV_4875,C02,0.527
NCIDIV_4875,D02,0.5595
NCIDIV_4875,E02,0.5663
NCIDIV_4875,F02,0.5357
NCIDIV_4875,G02,0.3151
NCIDIV_4875,H02,0.385
NCIDIV_4875,A03,0.5145
NCIDIV_4875,B03,0.5133
NCIDIV_4875,C03,0.568
NCIDIV_4875,D03,0.3555
NCIDIV_4875,E03,0.5678
NCIDIV_4875,F03,0.5605
NCIDIV_4875,G03,0.5676
NCIDIV_4875,H03,0.2946
NCIDIV_4875,A04,0.3431
NCIDIV_4875,B04,0.4867
NCIDIV_4875,C04,0.2826
NCIDIV_4875,D04,0.032
NCIDIV_4875,E04,0.5319
NCIDIV_4875,F04,0.5226
NCIDIV_4875,G04,0.4613
NCIDIV_4875,H04,0.4049
NCIDIV_4875,A05,0.5443
NCIDIV_4875,B05,0.5334
NCIDIV_4875,C05,0.4499
NCIDIV_4875,D05,0.0411
NCIDIV_4875,E05,0.5649
NCIDIV_4875,F05,0.5655
NCIDIV_4875,G05,0.594
NCIDIV_4875,H05,0.4447
NCIDIV_4875,A06,0.551
NCIDIV_4875,B06,0.5651
NCIDIV_4875,C06,0.5284
NCIDIV_4875,D06,0.081
NCIDIV_4875,E06,0.3066
NCIDIV_4875,F06,0.0372
NCIDIV_4875,G06,0.0893
NCIDIV_4875,H06,0.5319
NCIDIV_4875,A07,0.4349
NCIDIV_4875,B07,0.5531
NCIDIV_4875,C07,0.5699
NCIDIV_4875,D07,0.5129
NCIDIV_4875,E07,0.4059
NCIDIV_4875,F07,0.4523
NCIDIV_4875,G07,0.52
NCIDIV_4875,H07,0.5366
NCIDIV_4875,A08,0.5325
NCIDIV_4875,B08,0.5333
NCIDIV_4875,C08,0.5685
NCIDIV_4875,D08,0.5767
NCIDIV_4875,E08,0.382
NCIDIV_4875,F08,0.5122
NCIDIV_4875,G08,0.1493
NCIDIV_4875,H08,0.5017
NCIDIV_4875,A09,0.5322
NCIDIV_4875,B09,0.5657
NCIDIV_4875,C09,0.5581
NCIDIV_4875,D09,0.5754
NCIDIV_4875,E09,0.57
NCIDIV_4875,F09,0.5596
NCIDIV_4875,G09,0.5648
NCIDIV_4875,H09,0.0319
NCIDIV_4875,A10,0.5396
NCIDIV_4875,B10,0.1374
NCIDIV_4875,C10,0.5434
NCIDIV_4875,D10,0.5592
NCIDIV_4875,E10,0.4479
NCIDIV_4875,F10,0.5743
NCIDIV_4875,G10,0.5549
NCIDIV_4875,H10,0.5492
NCIDIV_4875,A11,0.5335
NCIDIV_4875,B11,0.566
NCIDIV_4875,C11,0.5694
NCIDIV_4875,D11,0.5604
NCIDIV_4875,E11,0.568
NCIDIV_4875,F11,0.5674
NCIDIV_4875,G11,0.5668
NCIDIV_4875,H11,0.035
NCIDIV_4875,A12,0.5615
NCIDIV_4875,B12,0.5632
NCIDIV_4875,C12,0.5742
NCIDIV_4875,D12,0.5657
NCIDIV_4875,E12,0.6484
NCIDIV_4875,F12,0.5703
NCIDIV_4875,G12,0.5813
NCIDIV_4875,H12,0.5626
NCIDIV_4876,A01,0.5814
NCIDIV_4876,B01,0.5852
NCIDIV_4876,C01,0.6028
NCIDIV_4876,D01,0.7132
NCIDIV_4876,E01,0.5612
NCIDIV_4876,F01,0.5846
NCIDIV_4876,G01,0.6525
NCIDIV_4876,H01,0.6868
NCIDIV_4876,A02,0.5692
NCIDIV_4876,B02,0.5721
NCIDIV_4876,C02,0.5858
NCIDIV_4876,D02,0.4145
NCIDIV_4876,E02,0.5056
NCIDIV_4876,F02,0.5395
NCIDIV_4876,G02,0.5998
NCIDIV_4876,H02,0.6725
NCIDIV_4876,A03,0.5716
NCIDIV_4876,B03,0.5316
NCIDIV_4876,C03,0.575
NCIDIV_4876,D03,0.531
NCIDIV_4876,E03,0.0379
NCIDIV_4876,F03,0.0599
NCIDIV_4876,G03,0.2158
NCIDIV_4876,H03,0.6418
NCIDIV_4876,A04,0.5484
NCIDIV_4876,B04,0.5377
NCIDIV_4876,C04,0.5056
NCIDIV_4876,D04,0.5251
NCIDIV_4876,E04,0.5447
NCIDIV_4876,F04,0.033
NCIDIV_4876,G04,0.5768
NCIDIV_4876,H04,0.3642
NCIDIV_4876,A05,0.5619
NCIDIV_4876,B05,0.5492
NCIDIV_4876,C05,0.5845
NCIDIV_4876,D05,0.5309
NCIDIV_4876,E05,0.2641
NCIDIV_4876,F05,0.2281
NCIDIV_4876,G05,0.313
NCIDIV_4876,H05,0.6406
NCIDIV_4876,A06,0.5529
NCIDIV_4876,B06,0.5563
NCIDIV_4876,C06,0.5601
NCIDIV_4876,D06,0.4964
NCIDIV_4876,E06,0.5118
NCIDIV_4876,F06,0.5938
NCIDIV_4876,G06,0.584
NCIDIV_4876,H06,0.6202
NCIDIV_4876,A07,0.5525
NCIDIV_4876,B07,0.5669
NCIDIV_4876,C07,0.5783
NCIDIV_4876,D07,0.53
NCIDIV_4876,E07,0.5067
NCIDIV_4876,F07,0.6267
NCIDIV_4876,G07,0.6008
NCIDIV_4876,H07,0.6483
NCIDIV_4876,A08,0.5485
NCIDIV_4876,B08,0.5559
NCIDIV_4876,C08,0.5604
NCIDIV_4876,D08,0.6002
NCIDIV_4876,E08,0.5902
NCIDIV_4876,F08,0.6164
NCIDIV_4876,G08,0.6325
NCIDIV_4876,H08,0.6132
NCIDIV_4876,A09,0.5694
NCIDIV_4876,B09,0.5453
NCIDIV_4876,C09,0.4909
NCIDIV_4876,D09,0.4641
NCIDIV_4876,E09,0.0345
NCIDIV_4876,F09,0.5514
NCIDIV_4876,G09,0.6105
NCIDIV_4876,H09,0.5983
NCIDIV_4876,A10,0.5824
NCIDIV_4876,B10,0.5802
NCIDIV_4876,C10,0.5928
NCIDIV_4876,D10,0.605
NCIDIV_4876,E10,0.5225
NCIDIV_4876,F10,0.6227
NCIDIV_4876,G10,0.6009
NCIDIV_4876,H10,0.5755
NCIDIV_4876,A11,0.5107
NCIDIV_4876,B11,0.2856
NCIDIV_4876,C11,0.5651
NCIDIV_4876,D11,0.5344
NCIDIV_4876,E11,0.573
NCIDIV_4876,F11,0.5953
NCIDIV_4876,G11,0.6031
NCIDIV_4876,H11,0.5404
NCIDIV_4876,A12,0.5704
NCIDIV_4876,B12,0.601
NCIDIV_4876,C12,0.6074
NCIDIV_4876,D12,0.5963
NCIDIV_4876,E12,0.6505
NCIDIV_4876,F12,0.5951
NCIDIV_4876,G12,0.6029
NCIDIV_4876,H12,0.5942
NCIDIV_4877,A01,0.4838
NCIDIV_4877,B01,0.4939
NCIDIV_4877,C01,0.4866
NCIDIV_4877,D01,0.6065
NCIDIV_4877,E01,0.4803
NCIDIV_4877,F01,0.4475
NCIDIV_4877,G01,0.4763
NCIDIV_4877,H01,0.4772
NCIDIV_4877,A02,0.4716
NCIDIV_4877,B02,0.4313
NCIDIV_4877,C02,0.4765
NCIDIV_4877,D02,0.0394
NCIDIV_4877,E02,0.4544
NCIDIV_4877,F02,0.4319
NCIDIV_4877,G02,0.3664
NCIDIV_4877,H02,0.4531
NCIDIV_4877,A03,0.4315
NCIDIV_4877,B03,0.0568
NCIDIV_4877,C03,0.4428
NCIDIV_4877,D03,0.0318
NCIDIV_4877,E03,0.1783
NCIDIV_4877,F03,0.047
NCIDIV_4877,G03,0.4294
NCIDIV_4877,H03,0.464
NCIDIV_4877,A04,0.4905
NCIDIV_4877,B04,0.4935
NCIDIV_4877,C04,0.4681
NCIDIV_4877,D04,0.4687
NCIDIV_4877,E04,0.4819
NCIDIV_4877,F04,0.4202
NCIDIV_4877,G04,0.4494
NCIDIV_4877,H04,0.3751
NCIDIV_4877,A05,0.362
NCIDIV_4877,B05,0.4779
NCIDIV_4877,C05,0.4658
NCIDIV_4877,D05,0.389
NCIDIV_4877,E05,0.0334
NCIDIV_4877,F05,0.4643
NCIDIV_4877,G05,0.5036
NCIDIV_4877,H05,0.4691
NCIDIV_4877,A06,0.4283
NCIDIV_4877,B06,0.3531
NCIDIV_4877,C06,0.4693
NCIDIV_4877,D06,0.4311
NCIDIV_4877,E06,0.4636
NCIDIV_4877,F06,0.3667
NCIDIV_4877,G06,0.3783
NCIDIV_4877,H06,0.4746
NCIDIV_4877,A07,0.4865
NCIDIV_4877,B07,0.5227
NCIDIV_4877,C07,0.4636
NCIDIV_4877,D07,0.3616
NCIDIV_4877,E07,0.4454
NCIDIV_4877,F07,0.4803
NCIDIV_4877,G07,0.4938
NCIDIV_4877,H07,0.2012
NCIDIV_4877,A08,0.5149
NCIDIV_4877,B08,0.5052
NCIDIV_4877,C08,0.5023
NCIDIV_4877,D08,0.3511
NCIDIV_4877,E08,0.0351
NCIDIV_4877,F08,0.4579
NCIDIV_4877,G08,0.4943
NCIDIV_4877,H08,0.0528
NCIDIV_4877,A09,0.497
NCIDIV_4877,B09,0.4553
NCIDIV_4877,C09,0.4571
NCIDIV_4877,D09,0.0339
NCIDIV_4877,E09,0.4499
NCIDIV_4877,F09,0.5192
NCIDIV_4877,G09,0.1017
NCIDIV_4877,H09,0.2533
NCIDIV_4877,A10,0.3263
NCIDIV_4877,B10,0.4933
NCIDIV_4877,C10,0.3742
NCIDIV_4877,D10,0.1854
NCIDIV_4877,E10,0.4477
NCIDIV_4877,F10,0.4909
NCIDIV_4877,G10,0.4637
NCIDIV_4877,H10,0.0402
NCIDIV_4877,A11,0.5074
NCIDIV_4877,B11,0.4716
NCIDIV_4877,C11,0.4935
NCIDIV_4877,D11,0.4987
NCIDIV_4877,E11,0.5018
NCIDIV_4877,F11,0.4785
NCIDIV_4877,G11,0.5208
NCIDIV_4877,H11,0.0887
NCIDIV_4877,A12,0.5458
NCIDIV_4877,B12,0.5293
NCIDIV_4877,C12,0.5018
NCIDIV_4877,D12,0.5278
NCIDIV_4877,E12,0.622
NCIDIV_4877,F12,0.5142
NCIDIV_4877,G12,0.5265
NCIDIV_4877,H12,0.5378
NCIDIV_4878,A01,0.6389
NCIDIV_4878,B01,0.674
NCIDIV_4878,C01,0.6695
NCIDIV_4878,D01,0.7499
NCIDIV_4878,E01,0.6564
NCIDIV_4878,F01,0.6587
NCIDIV_4878,G01,0.6445
NCIDIV_4878,H01,0.6479
NCIDIV_4878,A02,0.6607
NCIDIV_4878,B02,0.648
NCIDIV_4878,C02,0.6427
NCIDIV_4878,D02,0.6405
NCIDIV_4878,E02,0.596
NCIDIV_4878,F02,0.634
NCIDIV_4878,G02,0.6327
NCIDIV_4878,H02,0.6395
NCIDIV_4878,A03,0.0712
NCIDIV_4878,B03,0.656
NCIDIV_4878,C03,0.5903
NCIDIV_4878,D03,0.6546
NCIDIV_4878,E03,0.0308
NCIDIV_4878,F03,0.5607
NCIDIV_4878,G03,0.6399
NCIDIV_4878,H03,0.4816
NCIDIV_4878,A04,0.0515
NCIDIV_4878,B04,0.6261
NCIDIV_4878,C04,0.6429
NCIDIV_4878,D04,0.6211
NCIDIV_4878,E04,0.6374
NCIDIV_4878,F04,0.6208
NCIDIV_4878,G04,0.6134
NCIDIV_4878,H04,0.6212
NCIDIV_4878,A05,0.58
NCIDIV_4878,B05,0.6502
NCIDIV_4878,C05,0.4574
NCIDIV_4878,D05,0.5113
NCIDIV_4878,E05,0.626
NCIDIV_4878,F05,0.0326
NCIDIV_4878,G05,0.4196
NCIDIV_4878,H05,0.6256
NCIDIV_4878,A06,0.6692
NCIDIV_4878,B06,0.1413
NCIDIV_4878,C06,0.6442
NCIDIV_4878,D06,0.6402
NCIDIV_4878,E06,0.6376
NCIDIV_4878,F06,0.5987
NCIDIV_4878,G06,0.6198
NCIDIV_4878,H06,0.6192
NCIDIV_4878,A07,0.644
NCIDIV_4878,B07,0.6256
NCIDIV_4878,C07,0.6287
NCIDIV_4878,D07,0.6255
NCIDIV_4878,E07,0.6451
NCIDIV_4878,F07,0.6256
NCIDIV_4878,G07,0.0649
NCIDIV_4878,H07,0.5957
NCIDIV_4878,A08,0.0344
NCIDIV_4878,B08,0.636
NCIDIV_4878,C08,0.6333
NCIDIV_4878,D08,0.6112
NCIDIV_4878,E08,0.6195
NCIDIV_4878,F08,0.6193
NCIDIV_4878,G08,0.5818
NCIDIV_4878,H08,0.602
NCIDIV_4878,A09,0.6385
NCIDIV_4878,B09,0.6321
NCIDIV_4878,C09,0.6165
NCIDIV_4878,D09,0.6297
NCIDIV_4878,E09,0.6392
NCIDIV_4878,F09,0.5735
NCIDIV_4878,G09,0.0386
NCIDIV_4878,H09,0.4379
NCIDIV_4878,A10,0.6191
NCIDIV_4878,B10,0.6277
NCIDIV_4878,C10,0.6595
NCIDIV_4878,D10,0.633
NCIDIV_4878,E10,0.6362
NCIDIV_4878,F10,0.614
NCIDIV_4878,G10,0.4894
NCIDIV_4878,H10,0.0898
NCIDIV_4878,A11,0.6458
NCIDIV_4878,B11,0.0443
NCIDIV_4878,C11,0.6232
NCIDIV_4878,D11,0.0412
NCIDIV_4878,E11,0.6348
NCIDIV_4878,F11,0.5924
NCIDIV_4878,G11,0.0447
NCIDIV_4878,H11,0.6088
NCIDIV_4878,A12,0.646
NCIDIV_4878,B12,0.6327
NCIDIV_4878,C12,0.6467
NCIDIV_4878,D12,0.6397
NCIDIV_4878,E12,0.7094
NCIDIV_4878,F12,0.6161
NCIDIV_4878,G12,0.6339
NCIDIV_4878,H12,0.6033
